0.100	0.011
0.125	0.008
0.143	0.005
0.159	0.004
0.183	0.003
0.197	0.002
0.235	0.002
0.251	0.001
0.302	0.001
0.369	8.878e-4
0.433	7.358e-4
0.504	6.141e-4
0.611	4.955e-4
0.762	3.730e-4
0.917	2.829e-4
1.047	2.271e-4
1.193	1.879e-4
1.355	1.579e-4
1.459	1.490e-4
1.590	1.442e-4
1.759	1.568e-4
1.764	1.951e-4
1.793	2.726e-4
1.824	3.493e-4
2.073	3.259e-4
2.309	3.284e-4
2.505	3.415e-4
2.800	4.420e-4
2.924	6.190e-4
3.157	8.219e-4
3.180	0.001
3.180	0.001
3.105	0.002
2.939	0.002
2.932	0.002
2.821	0.003
2.712	0.004
2.578	0.005
2.488	0.006
2.343	0.007
2.245	0.009
2.209	0.010
2.088	0.012
1.995	0.014
1.924	0.016
1.830	0.019
1.796	0.024
1.805	0.031
0.099	0.031
